iter	Logloss
768	0.1883149007
769	0.1881801532
770	0.1881425461
771	0.1880450025
772	0.187974223
773	0.1879171985
774	0.18781256
775	0.1875373312
776	0.1875052482
777	0.1873877199
778	0.1872701585
779	0.1871298453
780	0.1870424518
781	0.1869304023
782	0.1868380439
783	0.1865940928
784	0.1864028198
785	0.1863300019
786	0.1862428481
787	0.1861500983
788	0.1860760543
789	0.1859537408
790	0.1858606587
791	0.1857107055
792	0.1856567791
793	0.1854887439
794	0.1852931594
795	0.1852007097
796	0.1851600707
797	0.1849631926
798	0.1848256124
799	0.1846462073
800	0.1845732367
801	0.1845357178
802	0.1844201965
803	0.1843511572
804	0.1842063761
805	0.1841609829
806	0.1838707357
807	0.1838143032
808	0.183667957
809	0.1835947564
810	0.183417322
811	0.1832980231
812	0.1831836903
813	0.1830400532
814	0.1829991298
815	0.1829003702
816	0.1828347855
817	0.1827190072
818	0.182642627
819	0.1824449891
820	0.1822792274
821	0.1821771627
822	0.1820855036
823	0.1819508164
824	0.1819128694
825	0.1818506321
826	0.1816987255
827	0.1816711331
828	0.1816346385
829	0.1814036562
830	0.181357412
831	0.181155609
832	0.1810077646
833	0.1809570853
834	0.1808718228
835	0.1808204412
836	0.1807298177
837	0.1805242073
838	0.1803399639
839	0.1802337107
840	0.1800709035
841	0.1797597097
842	0.1797109265
843	0.1795246587
844	0.1792853644
845	0.1791501978
846	0.1789092143
847	0.1787705764
848	0.1785711681
849	0.1784880618
850	0.1782298771
851	0.1781895121
852	0.1781517959
853	0.1781092531
854	0.1780145732
855	0.1779630975
856	0.177874523
857	0.1776943058
858	0.1775576862
859	0.1774396546
860	0.1774119602
861	0.1773584708
862	0.1773011612
863	0.1772133156
864	0.1771437313
865	0.177123876
866	0.1769858658
867	0.1768933106
868	0.176809271
869	0.1767375898
870	0.1766512661
871	0.1766087682
872	0.1765736708
873	0.1764420133
874	0.1762385092
875	0.1761515519
876	0.1761332276
877	0.1760788917
878	0.1759218978
879	0.175810239
880	0.1757490449
881	0.1756276622
882	0.1754944271
883	0.1752898371
884	0.1751392545
885	0.1749714684
886	0.1749350042
887	0.1748788705
888	0.1746883766
889	0.1746210439
890	0.1745478265
891	0.174392609
892	0.174335114
893	0.1742904826
894	0.1740599447
895	0.1739600577
896	0.1737932487
897	0.1737005508
898	0.1735011209
899	0.1733430544
900	0.1732570207
901	0.1732225144
902	0.1731559521
903	0.1730606354
904	0.1730192601
905	0.1727608398
906	0.1727112781
907	0.1725327145
908	0.1724794374
909	0.1723464351
910	0.1723093824
911	0.1722822141
912	0.1720901316
913	0.1720683385
914	0.1718774193
915	0.1717422962
916	0.1715321898
917	0.1714911316
918	0.1714191453
919	0.1713988661
920	0.1713602147
921	0.1711886396
922	0.1709878096
923	0.1709122365
924	0.1707785038
925	0.1706177781
926	0.1705983372
927	0.1705677862
928	0.1704853417
929	0.1704594169
930	0.1704265402
931	0.1704005893
932	0.170378972
933	0.1702573973
934	0.1702056411
935	0.170096633
936	0.1700354423
937	0.1700247563
938	0.1698557023
939	0.1697423532
940	0.1695775636
941	0.1695551662
942	0.1694723711
943	0.1694415909
944	0.1693637837
945	0.169248212
946	0.1691184139
947	0.1690630771
948	0.169031781
949	0.1690156497
950	0.1688571762
951	0.1687986248
952	0.1686789388
953	0.1684989442
954	0.1684829803
955	0.1683857068
956	0.168346554
957	0.1683267394
958	0.1682844301
959	0.1682545668
960	0.1681831194
961	0.1681581391
962	0.1679866106
963	0.1679546492
964	0.1679445959
965	0.1678550579
966	0.1677940962
967	0.1677401637
968	0.1677153195
969	0.1675897055
970	0.1674664331
971	0.1674439661
972	0.1673987227
973	0.1672541041
974	0.1672394642
975	0.1672132261
976	0.1671428353
977	0.1669150092
978	0.1668894531
979	0.1668140256
980	0.1667803886
981	0.1667064735
982	0.1666888026
983	0.1665104195
984	0.1664110456
985	0.1662073908
986	0.1660081804
987	0.1659755866
988	0.165953188
989	0.1658249522
990	0.1658002242
991	0.1656869552
992	0.1656066769
993	0.1655337603
994	0.1655115499
995	0.1654075716
996	0.1653890678
997	0.1652887529
998	0.165268528
999	0.1652585191
