sample_index,timestamp_s
14367,1764746312.965620995
14454,1764746313.509598017
14543,1764746314.065457821
14633,1764746314.627839088
14725,1764746315.202730894
14817,1764746315.777488947
14906,1764746316.333745956
14996,1764746316.896063089
15085,1764746317.453052998
15173,1764746318.002159119
15260,1764746318.545691967
15348,1764746319.095618010
15435,1764746319.639503002
15522,1764746320.182992935
15609,1764746320.726517916
15695,1764746321.263996840
15780,1764746321.795205116
15867,1764746322.338654041
15959,1764746322.913658142
16048,1764746323.469794989
16135,1764746324.013345957
16221,1764746324.550786972
16307,1764746325.097921133
16394,1764746325.631750822
16483,1764746326.187898159
16572,1764746326.744006872
16659,1764746327.287749052
16745,1764746327.825167179
16830,1764746328.356303215
16914,1764746328.881111145
17001,1764746329.424735069
17093,1764746329.999655962
17189,1764746330.599456072
17280,1764746331.168006897
17369,1764746331.724238157
17456,1764746332.267804861
17543,1764746332.811517954
17631,1764746333.361471891
17723,1764746333.936207771
17815,1764746334.511099815
17906,1764746335.079966068
17994,1764746335.630105019
18082,1764746336.179538965
18171,1764746336.735793829
18260,1764746337.291667938
18347,1764746337.835358858
18434,1764746338.378949881
18520,1764746338.916456938
18607,1764746339.459983826
18693,1764746339.997390985
18780,1764746340.541085958
18866,1764746341.100391865
18952,1764746341.615902901
19039,1764746342.159490108
19125,1764746342.700048923
19211,1764746343.234202862
19296,1764746343.765374899
19381,1764746344.296689987
19466,1764746344.827635050
19551,1764746345.358736992
19636,1764746345.889981985
19720,1764746346.414772034
19805,1764746346.945968866
19888,1764746347.464590073
19971,1764746347.983311892
20053,1764746348.495545149
20136,1764746349.014219046
20219,1764746349.533114195
20300,1764746350.039512157
20381,1764746350.545155048
20463,1764746351.057492018
20545,1764746351.570085049
20629,1764746352.094851017
20711,1764746352.607146025
20793,1764746353.119733095
20875,1764746353.633288860
20961,1764746354.169339895
21048,1764746354.713169813
21132,1764746355.281189919
21216,1764746355.762883186
21299,1764746356.282068968
21383,1764746356.806363821
21469,1764746357.343653202
21554,1764746357.874770880
21638,1764746358.399717093
21722,1764746358.924709797
21805,1764746359.443316936
21890,1764746359.974411011
21976,1764746360.511845827
22059,1764746361.030508041
22141,1764746361.542824984
22224,1764746362.061672926
22308,1764746362.586298943
22391,1764746363.104969978
22475,1764746363.629878044
22557,1764746364.142205954
22639,1764746364.654683828
22721,1764746365.166967154
22808,1764746365.710689068
22897,1764746366.266761065
22985,1764746366.816632032
23071,1764746367.354115009
23157,1764746367.891413927
23241,1764746368.416367054
23324,1764746368.934949875
23408,1764746369.459893942
23491,1764746369.978572130
23574,1764746370.497378111
23657,1764746371.015833139
23743,1764746371.553359032
23831,1764746372.103130817
23918,1764746372.646597147
24004,1764746373.184145927
24089,1764746373.715311050
24175,1764746374.252528906
24261,1764746374.790106058
24346,1764746375.321197987
24431,1764746375.852297068
24514,1764746376.370931864
24598,1764746376.895880938
24681,1764746377.415374994
24763,1764746377.926842213
24844,1764746378.432957888
24925,1764746378.939323902
25007,1764746379.451475859
25089,1764746379.963955879
25174,1764746380.495108128
25262,1764746381.045050144
25349,1764746381.588556051
25434,1764746382.128552914
25518,1764746382.644657850
25604,1764746383.181879997
25691,1764746383.755301952
25778,1764746384.269191980
25866,1764746384.819142818
25952,1764746385.356595039
26037,1764746385.887517929
26122,1764746386.418831825
26207,1764746386.949922085
26292,1764746387.481884956
26376,1764746388.012847185
26461,1764746388.537120104
26542,1764746389.075996876
26624,1764746389.555620193
26708,1764746390.080428123
26793,1764746390.611675978
26880,1764746391.166913033
26966,1764746391.692602873
27050,1764746392.217525959
27133,1764746392.737094879
27216,1764746393.254809141
27301,1764746393.785932064
27387,1764746394.323248148
27470,1764746394.841966152
27554,1764746395.367038965
27636,1764746395.879185915
27719,1764746396.397856951
27799,1764746396.897661924
27878,1764746397.391420841
27957,1764746397.885040998
28036,1764746398.378966093
28114,1764746398.866191864
28191,1764746399.347254038
28268,1764746399.829639912
28345,1764746400.309560061
28422,1764746400.790735006
28499,1764746401.271739960
28575,1764746401.746755123
28652,1764746402.227944851
28728,1764746402.702670097
28804,1764746403.177657127
28880,1764746403.652642965
28955,1764746404.121345043
29031,1764746404.596135855
29106,1764746405.064740181
29182,1764746405.539771795
29258,1764746406.014501095
29335,1764746406.495749950
29410,1764746406.964318037
29487,1764746407.445441961
29563,1764746407.920317888
29640,1764746408.401507139
29716,1764746408.876506090
29792,1764746409.367326975
29869,1764746409.832431078
29945,1764746410.307389021
30021,1764746410.782193899
30098,1764746411.263558865
30173,1764746411.731974840
30250,1764746412.213164091
30326,1764746412.689388990
30401,1764746413.156943083
30477,1764746413.631546021
30551,1764746414.094151974
30627,1764746414.568969011
30702,1764746415.037744999
30778,1764746415.512487888
30853,1764746415.981584787
30929,1764746416.456004143
31004,1764746416.924757004
31080,1764746417.399772882
31154,1764746417.861920118
31230,1764746418.336899996
31304,1764746418.799447060
31379,1764746419.268004179
31454,1764746419.736687183
31529,1764746420.205265999
31603,1764746420.667696238
31677,1764746421.130255938
31751,1764746421.592391014
31826,1764746422.061151981
31900,1764746422.539395094
31974,1764746422.985866070
32048,1764746423.448392868
32121,1764746423.904441118
32195,1764746424.367105007
32268,1764746424.823046923
32342,1764746425.285393953
32416,1764746425.747802019
32490,1764746426.210338116
32563,1764746426.666375875
32637,1764746427.129004955
32711,1764746427.591197968
32785,1764746428.053627968
32858,1764746428.509787798
32931,1764746428.965752125
33005,1764746429.428251982
33079,1764746429.890603065
33153,1764746430.353101015
33227,1764746430.815587044
33300,1764746431.271909952
33373,1764746431.727735996
33447,1764746432.190123081
33521,1764746432.652485132
33595,1764746433.115001202
33670,1764746433.583685875
33744,1764746434.045984030
33818,1764746434.508383036
33891,1764746434.964552879
33965,1764746435.426976919
34040,1764746435.919077158
34114,1764746436.358001947
34189,1764746436.826699018
34263,1764746437.289050102
34338,1764746437.757761002
34412,1764746438.220135927
34487,1764746438.688694000
34561,1764746439.151304960
34635,1764746439.613520861
34709,1764746440.076033115
34783,1764746440.538341045
34858,1764746441.007169008
34931,1764746441.463186026
35005,1764746441.925568104
35078,1764746442.436519861
35151,1764746442.837944031
35225,1764746443.300450087
35298,1764746443.756416082
35371,1764746444.212714911
35420,1764746444.518757820
35515,1764746445.112399101
35589,1764746445.574781895
35661,1764746446.024634123
35734,1764746446.480933189
35807,1764746446.936983109
35881,1764746447.428262949
35954,1764746447.855447054
36026,1764746448.305449009
36099,1764746448.761676073
36171,1764746449.211606979
36244,1764746449.667670012
36318,1764746450.130068064
36391,1764746450.594228029
36464,1764746451.042297125
36537,1764746451.498516083
36611,1764746451.961236000
36683,1764746452.410850048
36756,1764746452.866955042
36828,1764746453.316951990
36900,1764746453.766716003
36972,1764746454.216733932
37045,1764746454.673029900
37116,1764746455.116591215
37188,1764746455.585129023
37260,1764746456.016196012
37333,1764746456.472484112
37405,1764746456.925056934
37477,1764746457.372183084
37560,1764746457.890873194
37622,1764746458.278320074
37692,1764746458.715636015
37750,1764746459.078109026
37803,1764746459.409160852
37836,1764746459.615642786
37909,1764746460.071774006
37981,1764746460.521773100
38053,1764746460.971919060
38097,1764746461.246397018
38196,1764746461.865039825
38268,1764746462.314843893
38340,1764746462.764790058
38410,1764746463.202143908
38451,1764746463.458375931
38552,1764746464.089632988
38625,1764746464.545764208
38710,1764746465.076870918
38769,1764746465.445381880
38841,1764746465.895272017
38913,1764746466.345213890
38985,1764746466.795176029
39056,1764746467.238805056
39104,1764746467.538895845
39271,1764746468.582643986
39344,1764746469.038388968
39416,1764746469.488394022
39487,1764746469.931973934
39560,1764746470.388222933
39633,1764746470.844237089
39707,1764746471.306863070
39795,1764746471.856543064
39852,1764746472.212810040
39894,1764746472.475358963
39926,1764746472.675151825
39998,1764746473.125080109
40079,1764746473.631173134
40143,1764746474.031157970
40217,1764746474.493531942
40288,1764746474.937067986
40362,1764746475.399554968
40455,1764746475.980601072
40509,1764746476.340584040
40593,1764746476.842934132
40655,1764746477.230495930
40729,1764746477.692800045
40802,1764746478.148941994
40876,1764746478.611455917
40949,1764746479.067425013
41021,1764746479.517420053
41095,1764746479.979806900
41167,1764746480.429656982
41219,1764746480.754713058
41314,1764746481.350392103
41369,1764746481.691900969
41533,1764746482.716625929
41609,1764746483.191710949
41683,1764746483.654421091
41759,1764746484.128880978
41834,1764746484.597925901
41910,1764746485.072510958
41984,1764746485.534873009
42062,1764746486.050866842
42139,1764746486.503729820
42215,1764746486.978211164
42292,1764746487.459499121
42369,1764746487.940565109
42446,1764746488.421694040
42525,1764746488.915425062
42602,1764746489.396537066
42680,1764746489.884181023
42757,1764746490.365077019
42835,1764746490.853211880
42914,1764746491.346276045
42991,1764746491.827193022
43068,1764746492.308425903
43146,1764746492.795851946
43232,1764746493.333680153
43298,1764746493.745828152
43373,1764746494.214394808
43449,1764746494.689116955
43513,1764746495.089020014
43600,1764746495.632694960
43674,1764746496.095061064
43750,1764746496.570017099
43825,1764746497.054812908
43972,1764746497.957084894
44048,1764746498.452664137
44101,1764746498.763273954
44197,1764746499.363028049
44272,1764746499.831796885
44346,1764746500.294163942
44420,1764746500.756649971
44496,1764746501.231390953
44561,1764746501.637588978
44618,1764746501.993810892
44718,1764746502.618579865
44791,1764746503.075749874
44866,1764746503.543834209
44937,1764746503.987092018
44995,1764746504.349494934
45156,1764746505.355576992
45300,1764746506.255681038
45372,1764746506.705601931
45443,1764746507.148885965
45515,1764746507.598766088
45589,1764746508.061082840
45661,1764746508.511039019
45716,1764746508.854825020
45755,1764746509.098423004
45807,1764746509.423351049
45851,1764746509.702746153
45909,1764746510.060738087
46008,1764746510.679389000
46105,1764746511.286162853
46179,1764746511.747812033
46283,1764746512.397710085
46325,1764746512.660444975
46400,1764746513.128901005
46465,1764746513.535007954
46549,1764746514.059891939
46623,1764746514.522307158
46698,1764746514.991058826
46746,1764746515.290843964
46847,1764746515.922819138
46912,1764746516.328119040
46996,1764746516.852960110
47070,1764746517.315486908
47146,1764746517.790327072
47296,1764746518.728255987
47372,1764746519.236078024
47448,1764746519.677491903
47525,1764746520.158625126
47675,1764746521.095843077
47751,1764746521.570746899
47827,1764746522.045644999
47902,1764746522.514244080
47976,1764746522.976997852
48051,1764746523.445541859
48127,1764746523.954377890
48181,1764746524.257730007
48272,1764746524.826275110
48346,1764746525.288743019
48420,1764746525.751054049
48493,1764746526.207277060
48640,1764746527.134548903
48713,1764746527.581828117
48787,1764746528.044481993
48862,1764746528.512965918
48937,1764746528.981968880
49014,1764746529.462981939
49090,1764746529.939192057
49166,1764746530.412824154
49244,1764746530.899929047
49322,1764746531.387742043
49400,1764746531.874722004
49479,1764746532.368490934
49557,1764746532.855674028
49635,1764746533.343250990
49713,1764746533.830466986
49793,1764746534.330511093
49873,1764746534.830577850
50034,1764746535.836349010
50114,1764746536.336256027
50195,1764746536.842421055
50275,1764746537.342261076
50354,1764746537.835958004
50433,1764746538.329576015
50511,1764746538.877645016
50591,1764746539.317054987
50671,1764746539.816742897
50751,1764746540.316743851
50831,1764746540.816517115
50910,1764746541.310182810
50989,1764746541.803929090
51071,1764746542.342310905
51153,1764746542.828629017
51234,1764746543.334749937
51392,1764746544.322133064
51550,1764746545.309553862
51630,1764746545.809175014
51708,1764746546.296717167
51785,1764746546.777830839
51863,1764746547.265138865
51944,1764746547.771512985
52024,1764746548.271515846
52105,1764746548.805700064
52184,1764746549.271038055
52263,1764746549.764572859
52343,1764746550.272385120
52500,1764746551.245509148
52580,1764746551.750879049
52737,1764746552.726547003
52818,1764746553.232702017
52899,1764746553.738933086
52978,1764746554.232304096
53058,1764746554.732212067
53136,1764746555.219681978
53215,1764746555.713255882
53372,1764746556.694294930
53528,1764746557.669457912
53607,1764746558.162754059
53686,1764746558.656578064
53765,1764746559.150083065
53844,1764746559.643727064
53922,1764746560.131151199
54000,1764746560.618515015
54077,1764746561.099647045
54156,1764746561.593306780
54234,1764746562.080776930
54389,1764746563.049519062
54468,1764746563.542749882
54547,1764746564.036555052
54625,1764746564.523794889
54704,1764746565.017584085
54783,1764746565.511376858
54862,1764746566.004806995
54941,1764746566.498558998
55020,1764746566.992033958
55098,1764746567.479671955
55178,1764746567.979485035
55335,1764746568.960624218
55495,1764746569.960199833
55575,1764746570.460229158
55653,1764746570.947426081
55731,1764746571.434900045
55810,1764746571.928550959
55966,1764746572.903331995
56045,1764746573.397143126
56123,1764746573.884376049
56200,1764746574.365530014
56278,1764746574.852932215
56355,1764746575.334017038
56432,1764746575.815173149
56509,1764746576.296836138
56588,1764746576.802480221
56666,1764746577.277358055
56745,1764746577.771918058
