sample_index,timestamp_s
73,1764751493.940364122
196,1764751494.709141970
319,1764751495.477616072
444,1764751496.258774996
573,1764751497.081921101
694,1764751497.821078062
825,1764751498.639631987
951,1764751499.427037954
1077,1764751500.214251995
1204,1764751501.062422037
1323,1764751501.751622915
1449,1764751502.578925133
1578,1764751503.345279932
1703,1764751504.139487982
1833,1764751504.938573122
1960,1764751505.732841015
2090,1764751506.544634104
2220,1764751507.356978893
2342,1764751508.119380951
2472,1764751508.931803942
2596,1764751509.706656933
2719,1764751510.475215197
2845,1764751511.262917995
2967,1764751512.025040865
3096,1764751512.831062078
3220,1764751513.605989933
3347,1764751514.399744987
3475,1764751515.199501038
3605,1764751516.011906147
3733,1764751516.811791897
3854,1764751517.567883015
3977,1764751518.384233952
4093,1764751519.061384916
4214,1764751519.817502022
4329,1764751520.536114931
4450,1764751521.292410851
4572,1764751522.054764032
4699,1764751522.848292112
