sample_index,timestamp_s
72,1764750903.709630013
176,1764750904.359369040
281,1764750905.015416145
391,1764750905.702752113
502,1764750906.396313190
610,1764750907.071439981
717,1764750907.739895105
828,1764750908.433532953
942,1764750909.145834923
1055,1764750909.852384090
1168,1764750910.558048964
1283,1764750911.276857138
1395,1764750911.976465940
1508,1764750912.682770967
1621,1764750913.388681889
1732,1764750914.082499027
1839,1764750914.754404068
1949,1764750915.438268900
2060,1764750916.131926060
2171,1764750916.825495005
2282,1764750917.519066811
2389,1764750918.187830925
2499,1764750918.875081062
2612,1764750919.581291914
2726,1764750920.293488026
2835,1764750920.974565029
2943,1764750921.649455070
3052,1764750922.330531120
3159,1764750922.999311924
3268,1764750923.680602789
3374,1764750924.342766047
3481,1764750925.011285067
3588,1764750925.680017948
3694,1764750926.342373848
3798,1764750926.992747068
3900,1764750927.629523993
4003,1764750928.273296833
4108,1764750928.929211855
4216,1764750929.604285955
4326,1764750930.291521072
4441,1764750931.010516882
4556,1764750931.733965158
4673,1764750932.459806919
