sample_index,timestamp_s
84,1764750821.929491043
202,1764750822.666778803
317,1764750823.385458946
427,1764750824.072826147
537,1764750824.760210037
648,1764750825.453716993
763,1764750826.172314882
881,1764750826.909757853
1000,1764750827.653274775
1115,1764750828.371832132
1235,1764750829.121743917
1361,1764750829.908967018
1489,1764750830.708933115
1616,1764750831.502415180
1731,1764750832.221107006
1848,1764750832.952217102
1967,1764750833.695764065
2091,1764750834.470563173
2218,1764750835.264282942
2340,1764750836.026581049
2462,1764750836.789278030
2582,1764750837.538823843
2697,1764750838.257351875
2817,1764750839.007236004
2943,1764750839.794575930
3070,1764750840.588268042
3198,1764750841.387933016
3326,1764750842.196061850
3456,1764750843.000083923
3583,1764750843.793574810
3708,1764750844.574799776
3829,1764750845.330853224
3955,1764750846.118196964
4081,1764750846.905593157
4204,1764750847.674113989
4325,1764750848.430220127
4445,1764750849.180465937
4567,1764750849.942405939
4691,1764750850.717200994
4814,1764750851.527952909
4943,1764750852.292003155
5074,1764750853.110778809
5194,1764750853.860559940
5307,1764750854.566580057
5412,1764750855.222585201
5516,1764750855.872453213
5624,1764750856.547248125
5743,1764750857.291210890
5870,1764750858.084460020
5985,1764750858.803086996
6104,1764750859.546658993
6222,1764750860.283988953
6335,1764750860.990087986
6445,1764750861.677491903
6555,1764750862.364812136
6667,1764750863.064734936
6781,1764750863.777025938
6890,1764750864.458187103
6997,1764750865.126709938
7106,1764750865.807825804
7221,1764750866.526461840
7342,1764750867.282571077
7462,1764750868.032479048
7581,1764750868.775928974
7701,1764750869.593384027
7818,1764750870.256949902
7933,1764750870.975607157
8051,1764750871.713106871
8170,1764750872.456418991
8292,1764750873.218820095
8412,1764750873.968904018
8533,1764750874.724762917
8650,1764750875.455922842
8766,1764750876.180677176
8883,1764750876.911813974
9000,1764750877.642982960
9116,1764750878.367845058
9229,1764750879.073935032
9341,1764750879.773803949
9455,1764750880.485970974
9570,1764750881.204797983
9686,1764750881.929502964
9800,1764750882.642019987
9914,1764750883.354294062
10030,1764750884.079098940
10147,1764750884.810296059
10262,1764750885.528807878
10380,1764750886.266075850
10497,1764750886.997176170
10613,1764750887.722018003
10728,1764750888.440690994
10847,1764750889.184453011
10968,1764750889.940315962
11094,1764750890.727669001
11220,1764750891.515011072
11347,1764750892.308585882
11468,1764750893.065761089
