sample_index,timestamp_s
52,1762880094.333061934
181,1762880095.139192104
305,1762880095.935904026
435,1762880096.726824999
561,1762880097.570376873
686,1762880098.294681072
808,1762880099.057297945
923,1762880099.775997877
1032,1762880100.456885099
1137,1762880101.112905025
1245,1762880101.787824154
1361,1762880102.527771950
1478,1762880103.243818045
1594,1762880103.969453096
1716,1762880104.731024981
1844,1762880105.530745029
1979,1762880106.374364853
2107,1762880107.174195051
2231,1762880107.949234962
2356,1762880108.730176926
2478,1762880109.492480993
2599,1762880110.285734892
2725,1762880111.035909176
2848,1762880111.804645777
2972,1762880112.579522133
