iter	Logloss
463	0.2325422871
464	0.2324307324
465	0.2322175102
466	0.232048251
467	0.2319181816
468	0.2318169877
469	0.2317923135
470	0.2316772674
471	0.2314225638
472	0.2311571432
473	0.230907385
474	0.2307926231
475	0.230532237
476	0.2303467333
477	0.2300982974
478	0.2299853532
479	0.2298681646
480	0.2297597974
481	0.2296102645
482	0.2294392919
483	0.2291582198
484	0.2289824717
485	0.2289143781
486	0.2287851377
487	0.228535761
488	0.2283569085
489	0.228192965
490	0.2279259743
491	0.2277665974
492	0.2276008499
493	0.2275058578
494	0.2272756501
495	0.2271806035
496	0.2268725388
497	0.2267399303
498	0.2266332533
499	0.2264833315
500	0.2262299738
501	0.2260955517
502	0.2257978154
503	0.2256961626
504	0.2256401851
505	0.2252755553
506	0.2252323408
507	0.2251154628
508	0.2248860095
509	0.2246550138
510	0.2244690283
511	0.224253002
512	0.2241589009
513	0.2239520297
514	0.2237080133
515	0.2235845037
516	0.2234550654
517	0.2231156806
518	0.2229893339
519	0.2227465754
520	0.2226935484
521	0.2226398433
522	0.2225023147
523	0.2223853529
524	0.2221361459
525	0.2219819056
526	0.2219084011
527	0.2215874739
528	0.2215137628
529	0.2213274206
530	0.221205957
531	0.221179313
532	0.2208666201
533	0.220716103
534	0.2205348516
535	0.2202201136
536	0.2199213459
537	0.2197512121
538	0.2195852263
539	0.2194372563
540	0.2192392447
541	0.2191065105
542	0.2189159738
543	0.2188975364
544	0.2188008601
545	0.2185229397
546	0.2183774168
547	0.2182610937
548	0.2180029118
549	0.217853129
550	0.2177531062
551	0.2176483134
552	0.2174752928
553	0.217187268
554	0.2170452019
555	0.21681476
556	0.216675905
557	0.2166345151
558	0.2164465248
559	0.2163061181
560	0.2161680532
561	0.2160552677
562	0.2159396261
563	0.2158862485
564	0.2158159506
565	0.2157555032
566	0.2156339789
567	0.2155374302
568	0.2154601871
569	0.2153530832
570	0.2152216098
571	0.2150503379
572	0.2149398002
573	0.214802735
574	0.2147107864
575	0.2146592342
576	0.2145842529
577	0.2144270221
578	0.2142052218
579	0.2139810922
580	0.2139385521
581	0.2138538838
582	0.2137341829
583	0.2136101724
584	0.2134046422
585	0.2132826969
586	0.213241601
587	0.2131359476
588	0.2129846851
589	0.212888642
590	0.2127820629
591	0.2127303988
592	0.2125755661
593	0.21229528
594	0.2122528934
595	0.2121040602
596	0.2120554734
597	0.2119186436
598	0.2118192302
599	0.2116828063
600	0.2114140386
601	0.2111828943
602	0.2108813471
603	0.2106418871
604	0.2104823106
605	0.2104459687
606	0.2101563468
607	0.2099775078
608	0.2097940251
609	0.2097654394
610	0.2096642755
611	0.2095411897
612	0.2094511817
613	0.2092540957
614	0.2091473031
615	0.2088718338
616	0.2086103569
617	0.208418115
618	0.2082990393
619	0.2081162375
620	0.2080064493
621	0.2077643985
622	0.20751947
623	0.2073942058
624	0.2073185644
625	0.2072524923
626	0.2070434726
627	0.2068395734
628	0.2067081505
629	0.2066048632
630	0.2065005315
631	0.2063995279
632	0.2062408296
633	0.2060321156
634	0.2059167774
635	0.2057724915
636	0.2055201236
637	0.2053773287
638	0.2051994135
639	0.2049948107
640	0.2046975921
641	0.2046526377
642	0.2045619294
643	0.2044394992
644	0.204294648
645	0.2041325663
646	0.2040355992
647	0.2039452133
648	0.2037499986
649	0.2036329367
650	0.2034360261
651	0.2033106164
652	0.2031092911
653	0.2029948502
654	0.2027883265
655	0.2026760135
656	0.2024958662
657	0.2024168596
658	0.2023495239
659	0.2022842633
660	0.2021172808
661	0.2019810918
662	0.2018242629
663	0.2018044301
664	0.201595094
665	0.2015337184
666	0.2014211686
667	0.2013475825
668	0.2012421859
669	0.2011437504
670	0.2010354611
671	0.2007809777
672	0.2005776464
673	0.2005591399
674	0.2003689851
675	0.2002686117
676	0.2000770581
677	0.1999821946
678	0.1998528675
679	0.1997160748
680	0.1995153582
681	0.1993660966
682	0.1992761695
683	0.1991458532
684	0.1990846009
685	0.1989783254
686	0.1989036623
687	0.1988624581
688	0.1987415783
689	0.1985714846
690	0.1983751888
691	0.1982943966
692	0.1980020822
693	0.1979406986
694	0.1978816606
695	0.1978053527
696	0.1976317138
697	0.1976048628
698	0.1974441492
699	0.1972841785
700	0.1972253912
701	0.197090928
702	0.197006838
703	0.1968545175
704	0.196574985
705	0.1965071632
706	0.1963738469
707	0.1961923416
708	0.1961401877
709	0.1959636194
710	0.1958928684
711	0.1957366783
712	0.1956317767
713	0.1954631438
714	0.1954145605
715	0.1953001746
716	0.1952129841
717	0.1950815931
718	0.1950645769
719	0.1948879832
720	0.1946299621
721	0.1945426865
722	0.1944331629
723	0.1942535298
724	0.1941580749
725	0.1939610316
726	0.1938629454
727	0.1937556216
728	0.1935847386
729	0.1935422704
730	0.1934761658
731	0.1932408937
732	0.1931079432
733	0.192944553
734	0.1928603229
735	0.1927462167
736	0.192631822
737	0.1925248135
738	0.1924507573
739	0.192361533
740	0.1922929602
741	0.1922586649
742	0.1920487964
743	0.1919359896
744	0.1916808184
745	0.1915166146
746	0.1912921769
747	0.1911418525
748	0.1909405857
749	0.1908666771
750	0.1908233685
751	0.190632038
752	0.1905552883
753	0.1905254879
754	0.1903158673
755	0.1902480364
756	0.19019758
757	0.1900603387
758	0.1899621439
759	0.1899369415
760	0.1898830685
761	0.1898226351
762	0.1896690335
763	0.1894502039
764	0.1892570935
765	0.189204713
766	0.189080699
767	0.1889218797
768	0.1888573118
769	0.1887345921
770	0.1886750206
771	0.1884506828
772	0.1883250774
773	0.1882610072
774	0.1880282508
775	0.1879101184
776	0.1877350579
777	0.1876203816
778	0.1874424129
779	0.1872684458
780	0.1871954452
781	0.1870648543
782	0.186981236
783	0.1869211411
784	0.1868195862
785	0.1865880393
786	0.186435799
787	0.1864011302
788	0.1863082084
789	0.1861646167
790	0.1861217077
791	0.1859540893
792	0.1858651293
793	0.1856584783
794	0.1855235647
795	0.1854340249
796	0.1853621452
797	0.1852350714
798	0.1852133423
799	0.1850895049
800	0.1849094455
801	0.1847386485
802	0.184651938
803	0.1845893303
804	0.1845284398
805	0.184458584
806	0.1844366263
807	0.184404456
808	0.1842717564
809	0.184181683
810	0.1840646849
811	0.1838526967
812	0.183786065
813	0.1836592804
814	0.1835288014
815	0.1833755444
816	0.1832627958
817	0.1829969338
818	0.1828483968
819	0.1827593032
820	0.1825500562
821	0.182536967
822	0.1823225443
823	0.1822233506
824	0.1821613069
825	0.1820548421
826	0.1818565836
827	0.1817450947
828	0.1817210078
829	0.1816439792
830	0.1814934564
831	0.1814322209
832	0.181365341
833	0.181257947
834	0.1810887115
835	0.1810582394
836	0.1808508979
837	0.1807961655
838	0.1807169492
839	0.1806144529
840	0.1804853807
841	0.1803350215
842	0.1802683829
843	0.1801671371
844	0.1800445777
845	0.1799468839
846	0.1797830701
847	0.1796552876
848	0.1795708196
849	0.1794976858
850	0.1793879843
851	0.1791625576
852	0.1789478213
853	0.1788832222
854	0.1788686468
855	0.1786254192
856	0.1785951103
857	0.1785636312
858	0.1785288241
859	0.1784287341
860	0.1783948028
861	0.1783130871
862	0.17822402
863	0.1782014347
864	0.1781151387
865	0.1780912151
866	0.1778178178
867	0.1777622472
868	0.1777118311
869	0.1776127668
870	0.1774926548
871	0.177279864
872	0.1771793049
873	0.1771601755
874	0.1771312885
875	0.1769843351
876	0.1769212695
877	0.1767888149
878	0.176680492
879	0.1766174096
880	0.1764575896
881	0.176447571
882	0.1763572236
883	0.17624137
884	0.1760856103
885	0.1760436546
886	0.1760204043
887	0.1759972235
888	0.1759193368
889	0.1757871093
890	0.1757397577
891	0.1756047588
892	0.175572627
893	0.1754899113
894	0.1754635762
895	0.1753377641
896	0.1752525214
897	0.1750346099
898	0.1749445815
899	0.1747249559
900	0.1746060572
901	0.1743578757
902	0.174301424
903	0.1742338505
904	0.1742011317
905	0.17415143
906	0.1740951338
907	0.1739800081
908	0.1738282527
909	0.173761829
910	0.1736673704
911	0.173650119
912	0.1735489338
913	0.1735194468
914	0.1733286957
915	0.17314363
916	0.1730625125
917	0.1730472397
918	0.1728240766
919	0.1727124542
920	0.1726120073
921	0.1724362772
922	0.1722556218
923	0.1721995354
924	0.1721335491
925	0.1720502096
926	0.1720172793
927	0.1719892336
928	0.1718545112
929	0.1718394605
930	0.1717136303
931	0.1715894248
932	0.1714348547
933	0.1713628457
934	0.1712767687
935	0.1710938373
936	0.1710644109
937	0.1709348029
938	0.1709101557
939	0.1706995436
940	0.1706754956
941	0.1705377434
942	0.170469613
943	0.1702767776
944	0.1702487236
945	0.1702189513
946	0.1701835166
947	0.1701062256
948	0.1700067305
949	0.1699820242
950	0.1699264329
951	0.1698767796
952	0.169739412
953	0.1696816778
954	0.1695479581
955	0.1695257136
956	0.1693544344
957	0.169285566
958	0.1692658056
959	0.1690484882
960	0.1690224123
961	0.1689874783
962	0.1688660235
963	0.1688452177
964	0.1686949862
965	0.1686771285
966	0.1686350362
967	0.1685880254
968	0.1685516333
969	0.1683362193
970	0.1682432796
971	0.1682001386
972	0.1681816341
973	0.1679848812
974	0.1679712726
975	0.1679495261
976	0.1678017226
977	0.1677832374
978	0.1677367012
979	0.1676332376
980	0.1675711755
981	0.1675372432
982	0.1673751063
983	0.167223726
984	0.1671981881
985	0.167058699
986	0.1670306074
987	0.1668779064
988	0.1667201177
989	0.1666893824
990	0.1666312574
991	0.1665859102
992	0.1665732203
993	0.1664503947
994	0.1664389529
995	0.1662438645
996	0.1660244747
997	0.1658781712
998	0.1656932883
999	0.165645807
