sample_index,timestamp_s
18,1764746432.652485132
92,1764746433.115001202
167,1764746433.583686113
241,1764746434.045984030
315,1764746434.508383036
388,1764746434.964552879
462,1764746435.426976919
537,1764746435.919077158
611,1764746436.358001947
686,1764746436.826699018
760,1764746437.289050102
835,1764746437.757761002
909,1764746438.220135927
984,1764746438.688694000
1058,1764746439.151304960
1132,1764746439.613520861
1206,1764746440.076033115
1280,1764746440.538341045
1355,1764746441.007169008
1428,1764746441.463186026
1502,1764746441.925568104
1575,1764746442.436520100
1648,1764746442.837944031
1722,1764746443.300450087
1795,1764746443.756416082
1868,1764746444.212714911
1940,1764746444.662504911
2012,1764746445.112399101
2086,1764746445.574781895
2158,1764746446.024633884
2231,1764746446.480933189
2304,1764746446.936983109
2378,1764746447.428262949
2451,1764746447.855447054
2523,1764746448.305449009
2596,1764746448.761676073
2668,1764746449.211606979
2741,1764746449.667670012
2815,1764746450.130068064
2888,1764746450.594228029
2961,1764746451.042297125
3034,1764746451.498516083
3108,1764746451.961236000
3180,1764746452.410850048
3253,1764746452.866955042
3325,1764746453.316951990
3397,1764746453.766716003
3469,1764746454.216733932
3542,1764746454.673029900
3613,1764746455.116591215
3685,1764746455.585129023
3757,1764746456.016196012
3830,1764746456.472484112
3902,1764746456.925056934
3974,1764746457.372183084
4057,1764746457.890873194
4119,1764746458.278320074
4189,1764746458.715636015
4247,1764746459.078109026
4300,1764746459.409160852
4333,1764746459.615642786
4406,1764746460.071774006
4478,1764746460.521773100
4550,1764746460.971919060
4594,1764746461.246397018
4693,1764746461.865039825
4765,1764746462.314843893
