timestamp,ecg_value
1764746222.5380638,3.18
1764746222.544269,3.18
1764746222.550615,3.18
1764746222.5569448,3.18
1764746222.563169,3.18
1764746222.569396,3.18
1764746222.576671,3.18
1764746222.581644,2.46
1764746222.587929,0.19
1764746222.594214,0.65
1764746222.6004999,1.52
1764746222.607232,1.15
1764746222.61303,0.89
1764746222.619227,1.09
1764746222.6258821,1.15
1764746222.631665,1.08
1764746222.637934,1.08
1764746222.644199,1.11
1764746222.650369,1.12
1764746222.656744,1.11
1764746222.662981,1.12
1764746222.669148,1.13
1764746222.6762571,1.13
1764746222.681684,1.14
1764746222.687957,1.14
1764746222.695199,1.15
1764746222.700425,1.16
1764746222.7068539,1.1
1764746222.713013,1.09
1764746222.7191849,1.48
1764746222.7255192,1.09
1764746222.7316391,0.7
1764746222.7378979,0.95
1764746222.7442188,0.91
1764746222.7504551,0.97
1764746222.756809,1.06
1764746222.762893,1.01
1764746222.769114,1.04
1764746222.775715,0.97
1764746222.781638,0.93
1764746222.787874,1.06
1764746222.794206,1.03
1764746222.8004239,0.87
1764746222.806777,0.85
1764746222.825589,3.18
1764746222.834702,3.18
1764746222.841414,3.17
1764746222.847316,3.18
1764746222.853544,3.17
1764746222.8598871,3.17
1764746222.8659918,3.18
1764746222.872236,3.18
1764746222.878491,3.18
1764746222.884747,3.18
1764746222.891063,3.18
1764746222.8973281,3.18
1764746222.9410748,3.18
1764746222.947228,3.18
1764746222.981581,3.18
1764746222.987818,3.18
1764746222.9941802,3.18
1764746223.00036,3.18
1764746223.006777,3.18
1764746223.012903,3.18
1764746223.0191429,3.18
1764746223.0256052,3.18
1764746223.031564,3.18
1764746223.037825,3.18
1764746223.0441139,3.18
1764746223.0598269,3.18
1764746223.066028,3.18
1764746223.072314,3.18
1764746223.0785549,3.18
1764746223.084754,3.18
1764746223.0913658,3.17
1764746223.0972412,2.51
1764746223.1036959,0.66
1764746223.1098921,1.11
1764746223.116056,1.79
1764746223.1222332,1.48
1764746223.128673,1.27
1764746223.1348128,1.44
1764746223.141271,1.49
1764746223.147202,1.42
1764746223.153475,1.41
1764746223.159786,1.44
1764746223.166079,1.44
1764746223.572118,0.0
1764746223.5785542,0.0
1764746223.584666,0.0
1764746223.5911832,0.0
1764746223.597184,0.65
1764746223.603468,2.24
1764746223.609608,1.77
1764746223.615932,1.2
1764746223.622154,1.5
1764746223.628423,1.67
1764746223.6347039,1.53
1764746223.641207,1.49
1764746223.6471648,1.55
1764746223.653327,1.56
1764746223.659638,1.53
1764746223.6660008,1.54
1764746223.6723368,1.54
1764746223.6784482,1.54
1764746223.6846342,1.55
1764746223.6914508,1.54
1764746223.697172,1.54
1764746223.703398,1.54
1764746223.70961,1.53
1764746223.7159,1.55
1764746223.722108,1.55
1764746223.728389,1.54
1764746223.734643,1.55
1764746223.741069,1.28
1764746223.7470589,0.86
1764746223.753364,1.39
1764746223.7595809,1.23
1764746223.765891,0.85
1764746223.7721841,1.33
1764746223.778458,1.13
1764746223.784652,1.19
1764746223.791326,1.44
1764746223.797141,1.0
1764746223.803348,1.33
1764746223.8095639,1.65
1764746223.815841,1.71
1764746223.8221362,1.78
1764746223.828585,1.11
1764746223.834529,1.37
1764746223.840966,1.81
1764746223.847114,1.38
1764746223.85334,1.62
1764746223.859599,1.56
1764746223.865848,1.38
1764746223.8720698,1.73
1764746223.8783948,1.47
1764746223.884501,1.56
1764746223.8908548,1.7
1764746223.897111,1.34
1764746223.903263,1.59
1764746223.909557,1.5
1764746223.9158232,1.36
1764746223.9221509,1.69
1764746223.928365,1.3
1764746223.934579,1.27
1764746223.941036,1.42
1764746223.947099,1.09
1764746223.953345,1.42
1764746223.9597282,1.3
1764746223.965889,1.02
1764746223.9721332,1.37
1764746223.9783318,1.13
1764746223.984548,1.15
1764746223.990983,1.29
1764746223.997087,0.93
1764746224.003333,1.26
