timestamp,ecg_value
1764751578.166038,1.6
1764751578.172302,1.59
1764751578.178355,1.59
1764751578.184753,1.59
1764751578.190772,1.59
1764751578.197067,1.6
1764751578.20327,1.6
1764751578.2095182,1.6
1764751578.2159302,1.6
1764751578.2220328,1.6
1764751578.2282891,1.6
1764751578.2347388,1.6
1764751578.241018,1.6
1764751578.247071,1.6
1764751578.253304,1.6
1764751578.2594671,1.6
1764751578.265849,1.6
1764751578.272056,1.6
1764751578.2782521,1.6
1764751578.2845922,1.6
1764751578.291062,1.6
1764751578.297142,1.6
1764751578.303188,1.6
1764751578.309574,1.64
1764751578.3157601,1.66
1764751578.321991,1.49
1764751578.3282309,2.22
1764751578.334732,3.17
1764751578.340744,3.12
1764751578.34714,2.97
1764751578.353297,3.17
1764751578.3595772,3.15
1764751578.36579,3.16
1764751578.371961,3.15
1764751578.3782568,2.81
1764751578.384633,3.01
1764751578.3907478,2.58
1764751578.397045,0.88
1764751578.4032981,0.31
1764751578.409518,0.31
1764751578.415838,0.0
1764751578.422066,0.0
1764751578.428274,0.0
1764751578.434602,0.0
1764751578.440756,0.0
1764751578.446986,0.0
1764751578.4533582,0.0
1764751578.459518,0.0
1764751578.46576,0.0
1764751578.472008,0.0
1764751578.478167,0.0
1764751578.484782,0.0
1764751578.490751,0.0
1764751578.4969769,0.06
1764751578.503482,3.09
1764751578.509516,3.17
1764751578.515855,3.18
1764751578.521953,3.17
1764751578.528275,3.17
1764751578.534785,3.17
1764751578.5407581,3.14
1764751578.546918,2.8
1764751578.55326,3.14
1764751578.559523,2.65
1764751578.5658538,2.63
1764751578.571965,3.12
1764751578.578354,2.43
1764751578.584703,2.81
1764751578.590744,2.95
1764751578.597041,2.43
1764751578.603334,3.1
1764751578.609517,2.85
1764751578.61578,2.89
1764751578.6219578,3.16
1764751578.628217,3.15
1764751578.636365,3.16
1764751578.642548,3.08
1764751578.648688,1.24
1764751578.6549609,1.74
1764751578.661304,3.03
1764751578.667479,3.12
1764751578.673634,3.06
1764751578.67987,2.64
1764751578.686624,3.13
1764751578.6923761,3.09
